2022,8
2021,14
2018,18
2023,18
2015,19
2016,19
2017,19
2019,19
2020,19
2014,20
2012,21
2013,21
2011,23
2008,26
2009,26
2010,26
2007,29
2000,30
2002,30
2003,30
2004,30
2001,31
2005,31
2006,31
1998,33
1999,33
1996,37
1993,38
1994,38
1997,38
1987,40
1991,40
1992,40
1995,40
1988,41
1990,41
1989,44
